num,fit
0,-0.216890553
1,-0.216496264
0,-0.184125825
0,-0.26212639
0,-0.231934797
0,-0.240735943
0,-0.218721738
0,-0.234817673
0,-0.234140129
0,-0.284480613
0,-0.271666789
0,-0.249340459
0,-0.25079808
0,-0.227698253
0,-0.213193171
0,-0.20139264
0,-0.237547109
0,-0.218678429
0,-0.262793103
0,-0.214264978
0,-0.24105169
0,-0.191602287
0,-0.259366829
0,-0.267372395
0,-0.198995249
0,-0.201367173
0,-0.25315992
0,-0.190360788
0,-0.253664157
0,-0.252264386
0,-0.203246626
0,-0.272872873
0,-0.223286884
0,-0.235270236
0,-0.218190716
0,-0.233212595
0,-0.208168382
0,-0.220376227
0,-0.219944967
0,-0.190246046
0,-0.227737732
0,-0.32737839
0,-0.229699642
0,-0.267609174
0,-0.258453146
0,-0.206227493
0,-0.241468258
0,-0.213305425
0,-0.304711182
0,-0.260748856
0,-0.184324645
0,-0.229623363
0,-0.221287168
0,-0.240750994
0,-0.246844731
0,-0.208430768
0,-0.210333798
0,-0.230582524
0,-0.214934498
0,-0.200095589
0,-0.264849891
0,-0.272611422
0,-0.278336263
0,-0.208789291
0,-0.212796025
0,-0.183884771
0,-0.173997815
0,-0.216280714
0,-0.258477735
0,-0.257424008
0,-0.259770927
0,-0.198779394
1,-0.24348934
0,-0.233175366
0,-0.307954612
0,-0.254643164
0,-0.175142856
0,-0.245217606
0,-0.236861228
0,-0.24876073
0,-0.248009803
0,-0.248935411
0,-0.247722806
0,-0.24453384
0,-0.262814035
0,-0.231443757
0,-0.274917501
0,-0.17487445
0,-0.23471729
0,-0.197697674
0,-0.262947731
0,-0.227329291
0,-0.24193977
0,-0.249303045
0,-0.217500675
0,-0.214442656
0,-0.20833666
0,-0.232820728
0,-0.252377084
0,-0.24019289
1,-0.223500056
0,-0.229011084
0,-0.237854887
2,-0.200013397
0,-0.18122324
0,-0.211390144
0,-0.264053306
0,-0.237017785
2,-0.195655709
0,-0.25446522
0,-0.241894143
0,-0.224909312
0,-0.235713113
1,-0.229172656
0,-0.225445514
0,-0.222223919
0,-0.196413401
0,-0.255872326
0,-0.220703562
0,-0.209231153
0,-0.216613244
0,-0.200678454
0,-0.257518967
0,-0.205141424
0,-0.258090391
0,-0.191153309
0,-0.240725777
0,-0.2293796
0,-0.207862428
0,-0.255549347
0,-0.2569772
0,-0.254891821
0,-0.249292745
0,-0.268304175
0,-0.233434102
0,-0.230224109
0,-0.263467585
0,-0.237573867
0,-0.242352399
0,-0.248850423
0,-0.236191881
0,-0.23016914
0,-0.244706608
0,-0.163934346
0,-0.250158502
0,-0.237627328
2,-0.23547393
1,-0.21456921
0,-0.220526009
0,-0.267195887
0,-0.255718756
0,-0.255993119
0,-0.247281877
0,-0.200491349
0,-0.232029303
0,-0.205671221
0,-0.226939236
0,-0.236639144
0,-0.27311771
0,-0.239401851
0,-0.247123356
0,-0.232528563
0,-0.258701659
0,-0.245584054
0,-0.250399108
0,-0.247551011
0,-0.215872071
0,-0.254108885
0,-0.200365329
1,-0.221521071
0,-0.204992305
0,-0.248684929
0,-0.241505759
1,-0.313284481
0,-0.252331759
0,-0.215314329
0,-0.233412264
0,-0.179626007
0,-0.248741807
0,-0.235549049
0,-0.217675473
0,-0.275252345
0,-0.192620542
0,-0.229845807
0,-0.275075515
0,-0.178242156
0,-0.252936522
1,-0.213576911
0,-0.238316308
0,-0.241397606
0,-0.231132818
0,-0.222836971
0,-0.222231118
0,-0.227056104
0,-0.253989599
0,-0.273020656
0,-0.239709109
0,-0.263843678
0,-0.180801872
0,-0.212613076
0,-0.273511896
0,-0.258187627
0,-0.205101175
0,-0.227786069
0,-0.251296463
0,-0.245522969
0,-0.237847116
0,-0.172357072
0,-0.239783482
0,-0.232372744
0,-0.269683917
0,-0.228278899
0,-0.238817449
0,-0.236341714
0,-0.246929794
0,-0.217869977
0,-0.204779662
0,-0.209551427
0,-0.245115276
2,-0.229343385
0,-0.268401773
0,-0.21632148
0,-0.259164362
0,-0.217637677
0,-0.222645871
0,-0.261574058
0,-0.209571775
0,-0.265634319
0,-0.252292306
0,-0.255094895
0,-0.217919262
0,-0.270046749
0,-0.248033322
0,-0.25701249
0,-0.24456329
0,-0.228368901
0,-0.209400002
0,-0.240955512
0,-0.25212358
0,-0.277927518
0,-0.253991235
0,-0.222179619
0,-0.202291494
0,-0.207988565
0,-0.23903043
0,-0.250209619
0,-0.225784537
0,-0.233144378
0,-0.237342634
0,-0.202439929
0,-0.224875027
0,-0.266326774
0,-0.234815994
0,-0.266921038
0,-0.215024482
0,-0.177815145
0,-0.228852121
0,-0.241093453
0,-0.155707292
0,-0.209258307
0,-0.212181474
0,-0.230450032
1,-0.266037033
0,-0.238970584
0,-0.215536705
0,-0.236183988
1,-0.227301495
0,-0.254840302
0,-0.232182381
0,-0.218904199
0,-0.261886745
1,-0.229022454
0,-0.222831253
0,-0.251715519
0,-0.249666317
0,-0.200481861
0,-0.20108554
0,-0.24778305
0,-0.23527936
0,-0.243024828
0,-0.251629598
0,-0.210958827
0,-0.245956691
0,-0.286839816
0,-0.223981451
1,-0.200885615
0,-0.244340904
0,-0.233183566
0,-0.224612873
0,-0.229145101
0,-0.23795408
0,-0.279029476
0,-0.240279434
0,-0.252511411
0,-0.241666021
0,-0.231351587
0,-0.230236962
0,-0.24730486
0,-0.244551705
2,-0.196603895
0,-0.200980759
0,-0.23087897
0,-0.263386371
0,-0.241554786
0,-0.241974041
0,-0.198871898
0,-0.245349932
0,-0.257053578
0,-0.306071163
0,-0.209551597
0,-0.252723981
0,-0.227634147
0,-0.272793516
0,-0.223397109
0,-0.245184186
0,-0.259688151
0,-0.245296762
0,-0.237200902
0,-0.219880231
0,-0.227142622
0,-0.203685886
0,-0.258934095
0,-0.209067148
0,-0.258004003
0,-0.252933774
0,-0.22820156
0,-0.228140506
0,-0.219602556
0,-0.240068062
0,-0.233430502
0,-0.221047057
0,-0.196495208
0,-0.237992026
0,-0.211763068
2,-0.239089617
0,-0.252225544
0,-0.227658579
0,-0.244935684
0,-0.271091026
0,-0.277188441
0,-0.239785984
0,-0.228393522
0,-0.24044813
0,-0.213082362
0,-0.202682947
0,-0.201888932
0,-0.25906764
0,-0.227759636
0,-0.236815913
0,-0.226169479
0,-0.200348485
1,-0.243761367
0,-0.239807952
0,-0.226185751
0,-0.272338921
0,-0.269781032
0,-0.242560479
1,-0.217391024
0,-0.182954095
0,-0.199877669
0,-0.214438621
0,-0.228696243
0,-0.245944792
0,-0.25210756
0,-0.274192056
0,-0.254606142
0,-0.224386215
0,-0.260083022
0,-0.224392978
0,-0.254243351
0,-0.240045653
0,-0.239897473
0,-0.218967644
0,-0.272766586
0,-0.278174257
0,-0.230797621
0,-0.165423032
0,-0.241677363
0,-0.235702021
0,-0.238936853
0,-0.247332318
0,-0.224301186
0,-0.28644195
0,-0.228515388
0,-0.2839785
0,-0.209715533
0,-0.250233597
0,-0.185657148
0,-0.245526651
0,-0.247587733
0,-0.235808511
0,-0.188169202
0,-0.230239181
0,-0.222646309
0,-0.249462188
0,-0.286414351
0,-0.204470772
0,-0.209999559
0,-0.210614483
0,-0.243033539
0,-0.215474939
0,-0.275506759
0,-0.206755937
0,-0.272253077
0,-0.220402076
0,-0.218373152
0,-0.270490467
0,-0.259313509
0,-0.231420824
0,-0.202255375
0,-0.272477169
0,-0.231182228
0,-0.221194723
0,-0.266609962
0,-0.232853938
0,-0.222856179
0,-0.256096928
0,-0.279162173
0,-0.234331431
0,-0.24379143
0,-0.23825697
0,-0.189603702
0,-0.217196683
0,-0.209620258
0,-0.19195911
0,-0.232329145
0,-0.243141306
0,-0.186968366
0,-0.234567863
0,-0.232242218
0,-0.215500036
0,-0.21654913
0,-0.251843731
0,-0.234274455
0,-0.273415262
0,-0.249378075
0,-0.26840128
0,-0.233084991
0,-0.263748398
0,-0.241881557
0,-0.239776564
0,-0.255395098
0,-0.231593983
0,-0.209393638
0,-0.193687789
1,-0.263986223
0,-0.233273382
0,-0.278755902
0,-0.265928751
0,-0.25533547
0,-0.279343325
0,-0.266751491
0,-0.242187466
0,-0.204800661
0,-0.184623539
0,-0.240724119
0,-0.23178925
0,-0.243535682
0,-0.195671766
0,-0.211989907
0,-0.244539849
0,-0.21784325
0,-0.249452453
0,-0.186034368
0,-0.203357887
0,-0.262187998
3,-0.267532278
0,-0.222455342
0,-0.228520827
0,-0.228961696
0,-0.192091473
0,-0.237326621
0,-0.235249303
0,-0.25781344
0,-0.219674756
0,-0.24838916
0,-0.248172014
