weight,num,max
108.6,2,1.86231E-12
108.7,2,1.85891E-12
108.8,2,1.85551E-12
108.9,2,1.85211E-12
109,2,1.84872E-12
109.1,2,1.84534E-12
109.2,2,1.84197E-12
109.3,2,1.8386E-12
109.4,2,1.83523E-12
109.5,2,1.83187E-12
109.6,2,1.82852E-12
109.7,2,1.82517E-12
109.8,2,1.82183E-12
109.9,2,1.8185E-12
110,2,1.81517E-12
110.1,2,1.81185E-12
110.2,2,1.80853E-12
110.3,2,1.80522E-12
110.4,2,1.80191E-12
110.5,2,1.79861E-12
110.6,2,1.79532E-12
110.7,2,1.79203E-12
110.8,2,1.78874E-12
110.9,2,1.78547E-12
111,2,1.7822E-12
111.1,2,1.77893E-12
111.2,2,1.77567E-12
111.3,2,1.77241E-12
111.4,2,1.76916E-12
111.5,2,1.76592E-12
111.6,2,1.76268E-12
111.7,2,1.75945E-12
111.8,2,1.75622E-12
111.9,2,1.753E-12
112,2,1.74979E-12
112.1,2,1.74658E-12
112.2,2,1.74337E-12
112.3,2,1.74017E-12
112.4,2,1.73698E-12
112.5,2,1.73379E-12
112.6,2,1.73061E-12
112.7,2,1.72743E-12
112.8,2,1.72426E-12
112.9,2,1.72109E-12
113,2,1.71793E-12
113.1,2,1.71477E-12
113.2,2,1.71162E-12
113.3,2,1.70847E-12
113.4,2,1.70533E-12
113.5,2,1.7022E-12
113.6,2,1.69907E-12
113.7,2,1.69595E-12
113.8,2,1.69283E-12
113.9,2,1.68971E-12
114,2,1.6866E-12
114.1,2,1.6835E-12
114.2,2,1.6804E-12
114.3,2,1.67731E-12
114.4,2,1.67422E-12
114.5,2,1.67114E-12
114.6,2,1.66806E-12
114.7,2,1.66499E-12
114.8,2,1.66192E-12
114.9,2,1.65886E-12
115,2,1.65581E-12
115.1,2,1.65275E-12
115.2,2,1.64971E-12
115.3,2,1.64667E-12
115.4,2,1.64363E-12
115.5,2,1.6406E-12
115.6,2,1.63757E-12
115.7,2,1.63455E-12
115.8,2,1.63154E-12
115.9,2,1.62852E-12
116,2,1.62552E-12
116.1,2,1.62252E-12
116.2,2,1.61952E-12
116.3,2,1.61653E-12
116.4,2,1.61354E-12
116.5,2,1.61056E-12
116.6,2,1.60758E-12
116.7,2,1.60461E-12
116.8,2,1.60165E-12
116.9,2,1.59868E-12
117,2,1.59573E-12
117.1,2,1.59278E-12
117.2,2,1.58983E-12
117.3,2,1.58689E-12
117.4,2,1.58395E-12
117.5,2,1.58101E-12
117.6,2,1.57809E-12
117.7,2,1.57516E-12
117.8,2,1.57224E-12
117.9,2,1.56933E-12
118,2,1.56642E-12
118.1,2,1.56352E-12
118.2,2,1.56062E-12
118.3,2,1.55772E-12
118.4,2,1.55483E-12
118.5,2,1.55195E-12
118.6,2,1.54907E-12
118.7,2,1.54619E-12
118.8,2,1.54332E-12
118.9,2,1.54045E-12
119,2,1.53759E-12
119.1,2,1.53473E-12
119.2,2,1.53188E-12
119.3,2,1.52903E-12
119.4,2,1.52619E-12
119.5,2,1.52335E-12
119.6,2,1.52051E-12
119.7,2,1.51768E-12
119.8,2,1.51486E-12
119.9,2,1.51204E-12
120,2,1.50922E-12
120.1,2,1.50641E-12
120.2,2,1.5036E-12
120.3,2,1.5008E-12
120.4,2,1.498E-12
120.5,2,1.49521E-12
120.6,2,1.49242E-12
120.7,2,1.48963E-12
120.8,2,1.48685E-12
120.9,2,1.48408E-12
121,2,1.4813E-12
121.1,2,1.47854E-12
121.2,2,1.47577E-12
121.3,2,1.47302E-12
121.4,2,1.47026E-12
121.5,2,1.46751E-12
121.6,2,1.46477E-12
121.7,2,1.46203E-12
121.8,2,1.45929E-12
121.9,2,1.45656E-12
122,2,1.45383E-12
122.1,2,1.4511E-12
122.2,2,1.44838E-12
122.3,2,1.44567E-12
122.4,2,1.44296E-12
122.5,2,1.44025E-12
122.6,2,1.43755E-12
122.7,2,1.43485E-12
122.8,2,1.43216E-12
122.9,2,1.42947E-12
123,2,1.42678E-12
123.1,2,1.4241E-12
123.2,2,1.42142E-12
123.3,2,1.41875E-12
123.4,2,1.41608E-12
123.5,2,1.41342E-12
123.6,2,1.41076E-12
123.7,2,1.4081E-12
123.8,2,1.40545E-12
123.9,2,1.4028E-12
124,2,1.40016E-12
124.1,2,1.39752E-12
124.2,2,1.39488E-12
124.3,2,1.39225E-12
124.4,2,1.38962E-12
124.5,2,1.387E-12
124.6,2,1.38438E-12
124.7,2,1.38176E-12
124.8,2,1.37915E-12
124.9,2,1.37654E-12
125,2,1.37394E-12
125.1,2,1.37134E-12
125.2,2,1.36875E-12
125.3,2,1.36615E-12
125.4,2,1.36357E-12
125.5,2,1.36098E-12
125.6,2,1.3584E-12
125.7,2,1.35583E-12
125.8,2,1.35326E-12
125.9,2,1.35069E-12
126,2,1.34813E-12
126.1,2,1.34557E-12
126.2,2,1.34301E-12
126.3,2,1.34046E-12
126.4,2,1.33791E-12
126.5,2,1.33537E-12
126.6,2,1.33283E-12
126.7,2,1.33029E-12
126.8,2,1.32776E-12
126.9,2,1.32523E-12
127,2,1.3227E-12
127.1,2,1.32018E-12
127.2,2,1.31766E-12
127.3,2,1.31515E-12
127.4,2,1.31264E-12
127.5,2,1.31014E-12
127.6,2,1.30763E-12
127.7,2,1.30514E-12
127.8,2,1.30264E-12
127.9,2,1.30015E-12
128,2,1.29766E-12
128.1,2,1.29518E-12
128.2,2,1.2927E-12
128.3,2,1.29023E-12
128.4,2,1.28775E-12
128.5,2,1.28529E-12
128.6,2,1.28282E-12
128.7,2,1.28036E-12
128.8,2,1.2779E-12
128.9,2,1.27545E-12
129,2,1.273E-12
129.1,2,1.27055E-12
129.2,2,1.26811E-12
129.3,2,1.26567E-12
129.4,2,1.26324E-12
129.5,2,1.2608E-12
129.6,2,1.25838E-12
129.7,2,1.25595E-12
129.8,2,1.25353E-12
129.9,2,1.25111E-12
130,2,1.2487E-12
130.1,2,1.24629E-12
130.2,2,1.24388E-12
130.3,2,1.24148E-12
130.4,2,1.23908E-12
130.5,2,1.23669E-12
130.6,2,1.23429E-12
130.7,2,1.23191E-12
130.8,2,1.22952E-12
130.9,2,1.22714E-12
131,2,1.22476E-12
131.1,2,1.22239E-12
131.2,2,1.22001E-12
131.3,2,1.21765E-12
131.4,2,1.21528E-12
131.5,2,1.21292E-12
131.6,2,1.21056E-12
131.7,2,1.20821E-12
131.8,2,1.20586E-12
131.9,2,1.20351E-12
132,2,1.20117E-12
132.1,2,1.19883E-12
132.2,2,1.19649E-12
132.3,2,1.19416E-12
132.4,2,1.19183E-12
132.5,2,1.1895E-12
132.6,2,1.18718E-12
132.7,2,1.18486E-12
132.8,2,1.18255E-12
132.9,2,1.18023E-12
133,2,1.17792E-12
133.1,2,1.17562E-12
133.2,2,1.17331E-12
133.3,2,1.17101E-12
133.4,2,1.16872E-12
133.5,2,1.16643E-12
133.6,2,1.16414E-12
133.7,2,1.16185E-12
133.8,2,1.15957E-12
133.9,2,1.15729E-12
134,2,1.15501E-12
134.1,2,1.15274E-12
134.2,2,1.15047E-12
134.3,2,1.1482E-12
134.4,2,1.14594E-12
134.5,2,1.14368E-12
134.6,2,1.14142E-12
134.7,2,1.13917E-12
134.8,2,1.13692E-12
134.9,2,1.13467E-12
135,2,1.13243E-12
135.1,2,1.13019E-12
135.2,2,1.12795E-12
135.3,2,1.12571E-12
135.4,2,1.12348E-12
135.5,2,1.12126E-12
135.6,2,1.11903E-12
135.7,2,1.11681E-12
135.8,2,1.11459E-12
135.9,2,1.11238E-12
136,2,1.11016E-12
136.1,2,1.10795E-12
136.2,2,1.10575E-12
136.3,2,1.10355E-12
136.4,2,1.10135E-12
136.5,2,1.09915E-12
136.6,2,1.09696E-12
136.7,2,1.09477E-12
136.8,2,1.09258E-12
136.9,2,1.0904E-12
137,2,1.08821E-12
137.1,2,1.08604E-12
137.2,2,1.08386E-12
137.3,2,1.08169E-12
137.4,2,1.07952E-12
137.5,2,1.07736E-12
137.6,2,1.07519E-12
137.7,2,1.07303E-12
137.8,2,1.07088E-12
137.9,2,1.06872E-12
138,2,1.06657E-12
138.1,2,1.06443E-12
138.2,2,1.06228E-12
138.3,2,1.06014E-12
138.4,2,1.058E-12
138.5,2,1.05587E-12
138.6,2,1.05373E-12
138.7,2,1.0516E-12
138.8,2,1.04948E-12
138.9,2,1.04735E-12
139,2,1.04523E-12
139.1,2,1.04312E-12
139.2,2,1.041E-12
139.3,2,1.03889E-12
139.4,2,1.03678E-12
139.5,2,1.03467E-12
139.6,2,1.03257E-12
139.7,2,1.03047E-12
139.8,2,1.02837E-12
139.9,2,1.02628E-12
140,2,1.02419E-12
140.1,2,1.0221E-12
140.2,2,1.02001E-12
140.3,2,1.01793E-12
140.4,2,1.01585E-12
140.5,2,1.01377E-12
140.6,2,1.0117E-12
140.7,2,1.00963E-12
140.8,2,1.00756E-12
140.9,2,1.00549E-12
141,2,1.00343E-12
141.1,2,1.00137E-12
141.2,2,9.99315E-13
141.3,2,9.9726E-13
141.4,2,9.95209E-13
141.5,2,9.9316E-13
141.6,2,9.91114E-13
141.7,2,9.89071E-13
141.8,2,9.87031E-13
141.9,2,9.84993E-13
142,2,9.82958E-13
142.1,2,9.80926E-13
142.2,2,9.78897E-13
142.3,2,9.76871E-13
142.4,2,9.74847E-13
142.5,2,9.72826E-13
142.6,2,9.70808E-13
142.7,2,9.68792E-13
142.8,2,9.6678E-13
142.9,2,9.6477E-13
143,2,9.62762E-13
143.1,2,9.60758E-13
143.2,2,9.58756E-13
143.3,2,9.56757E-13
143.4,2,9.5476E-13
143.5,2,9.52767E-13
143.6,2,9.50775E-13
143.7,2,9.48787E-13
143.8,2,9.46801E-13
143.9,2,9.44818E-13
144,2,9.42838E-13
144.1,2,9.4086E-13
144.2,2,9.38885E-13
144.3,2,9.36913E-13
144.4,2,9.34943E-13
144.5,2,9.32976E-13
144.6,2,9.31011E-13
144.7,2,9.2905E-13
144.8,2,9.2709E-13
144.9,2,9.25134E-13
145,2,9.2318E-13
145.1,2,9.21228E-13
145.2,2,9.1928E-13
145.3,2,9.17333E-13
145.4,2,9.1539E-13
145.5,2,9.13449E-13
145.6,2,9.1151E-13
145.7,2,9.09574E-13
145.8,2,9.07641E-13
145.9,2,9.0571E-13
146,2,9.03782E-13
146.1,2,9.01857E-13
146.2,2,8.99934E-13
146.3,2,8.98013E-13
146.4,2,8.96095E-13
146.5,2,8.9418E-13
146.6,2,8.92267E-13
146.7,2,8.90357E-13
146.8,2,8.88449E-13
146.9,2,8.86544E-13
147,2,8.84641E-13
147.1,2,8.8274E-13
147.2,2,8.80843E-13
147.3,2,8.78947E-13
147.4,2,8.77055E-13
147.5,2,8.75164E-13
147.6,2,8.73276E-13
147.7,2,8.71391E-13
147.8,2,8.69508E-13
147.9,2,8.67628E-13
148,2,8.6575E-13
148.1,2,8.63874E-13
148.2,2,8.62001E-13
148.3,2,8.60131E-13
148.4,2,8.58263E-13
148.5,2,8.56397E-13
148.6,2,8.54534E-13
148.7,2,8.52673E-13
148.8,2,8.50814E-13
148.9,2,8.48958E-13
149,2,8.47105E-13
149.1,2,8.45254E-13
149.2,2,8.43405E-13
149.3,2,8.41558E-13
149.4,2,8.39714E-13
149.5,2,8.37873E-13
149.6,2,8.36034E-13
149.7,2,8.34197E-13
149.8,2,8.32362E-13
149.9,2,8.3053E-13
150,2,8.28701E-13
150.1,2,8.26873E-13
150.2,2,8.25048E-13
150.3,2,8.23226E-13
150.4,2,8.21406E-13
150.5,2,8.19588E-13
150.6,2,8.17772E-13
150.7,2,8.15959E-13
150.8,2,8.14148E-13
150.9,2,8.12339E-13
151,2,8.10533E-13
151.1,2,8.08729E-13
151.2,2,8.06928E-13
151.3,2,8.05128E-13
151.4,2,8.03331E-13
151.5,2,8.01536E-13
151.6,2,7.99744E-13
151.7,2,7.97954E-13
151.8,2,7.96166E-13
151.9,2,7.94381E-13
152,2,7.92597E-13
152.1,2,7.90816E-13
152.2,2,7.89038E-13
152.3,2,7.87261E-13
152.4,2,7.85487E-13
152.5,2,7.83715E-13
152.6,2,7.81945E-13
152.7,2,7.80178E-13
152.8,2,7.78413E-13
152.9,2,7.7665E-13
153,2,7.74889E-13
153.1,2,7.73131E-13
153.2,2,7.71374E-13
153.3,2,7.6962E-13
153.4,2,7.67868E-13
153.5,2,7.66119E-13
153.6,2,7.64371E-13
153.7,2,7.62626E-13
153.8,2,7.60883E-13
153.9,2,7.59142E-13
154,2,7.57404E-13
154.1,2,7.55668E-13
154.2,2,7.53933E-13
154.3,2,7.52201E-13
154.4,2,7.50471E-13
154.5,2,7.48744E-13
154.6,2,7.47018E-13
154.7,2,7.45295E-13
154.8,2,7.43574E-13
154.9,2,7.41855E-13
155,2,7.40138E-13
155.1,2,7.38423E-13
155.2,2,7.3671E-13
155.3,2,7.35E-13
155.4,2,7.33292E-13
155.5,2,7.31586E-13
155.6,2,7.29881E-13
155.7,2,7.2818E-13
155.8,2,7.2648E-13
155.9,2,7.24782E-13
156,2,7.23086E-13
156.1,2,7.21393E-13
156.2,2,7.19702E-13
156.3,2,7.18012E-13
156.4,2,7.16325E-13
156.5,2,7.1464E-13
156.6,2,7.12957E-13
156.7,2,7.11276E-13
156.8,2,7.09598E-13
156.9,2,7.07921E-13
157,2,7.06246E-13
157.1,2,7.04574E-13
157.2,2,7.02903E-13
157.3,2,7.01235E-13
157.4,2,6.99568E-13
157.5,2,6.97904E-13
157.6,2,6.96242E-13
157.7,2,6.94581E-13
157.8,2,6.92923E-13
157.9,2,6.91267E-13
158,2,6.89613E-13
158.1,2,6.87961E-13
158.2,2,6.86311E-13
158.3,2,6.84663E-13
158.4,2,6.83017E-13
158.5,2,6.81373E-13
158.6,2,6.79731E-13
158.7,2,6.78091E-13
158.8,2,6.76453E-13
158.9,2,6.74817E-13
159,2,6.73183E-13
159.1,2,6.71551E-13
159.2,2,6.69921E-13
159.3,2,6.68293E-13
159.4,2,6.66667E-13
159.5,2,6.65043E-13
159.6,2,6.63421E-13
159.7,2,6.618E-13
159.8,2,6.60182E-13
159.9,2,6.58566E-13
160,2,6.56952E-13
160.1,2,6.5534E-13
160.2,2,6.5373E-13
160.3,2,6.52121E-13
160.4,2,6.50515E-13
160.5,2,6.4891E-13
160.6,2,6.47308E-13
160.7,2,6.45707E-13
160.8,2,6.44109E-13
160.9,2,6.42512E-13
161,2,6.40917E-13
161.1,2,6.39324E-13
161.2,2,6.37734E-13
161.3,2,6.36145E-13
161.4,2,6.34557E-13
161.5,2,6.32972E-13
161.6,2,6.31389E-13
161.7,2,6.29808E-13
161.8,2,6.28228E-13
161.9,2,6.26651E-13
162,2,6.25075E-13
162.1,2,6.23501E-13
162.2,2,6.21929E-13
162.3,2,6.20359E-13
162.4,2,6.18791E-13
162.5,2,6.17225E-13
162.6,2,6.1566E-13
162.7,2,6.14098E-13
162.8,2,6.12537E-13
162.9,2,6.10979E-13
163,2,6.09422E-13
163.1,2,6.07867E-13
163.2,2,6.06313E-13
163.3,2,6.04762E-13
163.4,2,6.03212E-13
163.5,2,6.01665E-13
163.6,2,6.00119E-13
163.7,2,5.98575E-13
163.8,2,5.97033E-13
163.9,2,5.95492E-13
164,2,5.93954E-13
164.1,2,5.92417E-13
164.2,2,5.90882E-13
164.3,2,5.89349E-13
164.4,2,5.87818E-13
164.5,2,5.86288E-13
164.6,2,5.84761E-13
164.7,2,5.83235E-13
164.8,2,5.81711E-13
164.9,2,5.80189E-13
165,2,5.78668E-13
165.1,2,5.7715E-13
165.2,2,5.75633E-13
165.3,2,5.74118E-13
165.4,2,5.72604E-13
165.5,2,5.71093E-13
165.6,2,5.69583E-13
165.7,2,5.68075E-13
165.8,2,5.66569E-13
165.9,2,5.65064E-13
166,2,5.63562E-13
166.1,2,5.62061E-13
166.2,2,5.60562E-13
166.3,2,5.59064E-13
166.4,2,5.57569E-13
166.5,2,5.56075E-13
166.6,2,5.54583E-13
166.7,2,5.53092E-13
166.8,2,5.51603E-13
166.9,2,5.50117E-13
167,2,5.48631E-13
167.1,2,5.47148E-13
167.2,2,5.45666E-13
167.3,2,5.44186E-13
167.4,2,5.42708E-13
167.5,2,5.41231E-13
167.6,2,5.39756E-13
167.7,2,5.38283E-13
167.8,2,5.36812E-13
167.9,2,5.35342E-13
168,2,5.33874E-13
168.1,2,5.32407E-13
168.2,2,5.30943E-13
168.3,2,5.2948E-13
168.4,2,5.28018E-13
168.5,2,5.26559E-13
168.6,2,5.25101E-13
168.7,2,5.23645E-13
168.8,2,5.2219E-13
168.9,2,5.20737E-13
169,2,5.19286E-13
169.1,2,5.17837E-13
169.2,2,5.16389E-13
169.3,2,5.14943E-13
169.4,2,5.13498E-13
169.5,2,5.12055E-13
169.6,2,5.10614E-13
169.7,2,5.09174E-13
169.8,2,5.07736E-13
169.9,2,5.063E-13
170,2,5.04865E-13
170.1,2,5.03432E-13
170.2,2,5.02001E-13
170.3,2,5.00571E-13
170.4,2,4.99143E-13
170.5,2,4.97717E-13
170.6,2,4.96292E-13
170.7,2,4.94869E-13
170.8,2,4.93447E-13
170.9,2,4.92027E-13
171,2,4.90609E-13
171.1,2,4.89192E-13
171.2,2,4.87777E-13
171.3,2,4.86364E-13
171.4,2,4.84952E-13
171.5,2,4.83541E-13
171.6,2,4.82133E-13
171.7,2,4.80726E-13
171.8,2,4.7932E-13
171.9,2,4.77916E-13
172,2,4.76514E-13
172.1,2,4.75113E-13
172.2,2,4.73714E-13
172.3,2,4.72316E-13
172.4,2,4.7092E-13
172.5,2,4.69526E-13
172.6,2,4.68133E-13
172.7,2,4.66742E-13
172.8,2,4.65352E-13
172.9,2,4.63964E-13
173,2,4.62577E-13
173.1,2,4.61192E-13
173.2,2,4.59809E-13
173.3,2,4.58427E-13
173.4,2,4.57047E-13
173.5,2,4.55668E-13
173.6,2,4.54291E-13
173.7,2,4.52915E-13
173.8,2,4.51541E-13
173.9,2,4.50168E-13
174,2,4.48797E-13
174.1,2,4.47427E-13
174.2,2,4.46059E-13
174.3,2,4.44693E-13
174.4,2,4.43328E-13
174.5,2,4.41964E-13
174.6,2,4.40602E-13
174.7,2,4.39242E-13
174.8,2,4.37883E-13
174.9,2,4.36526E-13
175,2,4.3517E-13
175.1,2,4.33815E-13
175.2,2,4.32462E-13
175.3,2,4.31111E-13
175.4,2,4.29761E-13
175.5,2,4.28413E-13
175.6,2,4.27066E-13
175.7,2,4.25721E-13
175.8,2,4.24377E-13
175.9,2,4.23034E-13
176,2,4.21693E-13
176.1,2,4.20354E-13
176.2,2,4.19016E-13
176.3,2,4.1768E-13
176.4,2,4.16345E-13
176.5,2,4.15011E-13
176.6,2,4.13679E-13
176.7,2,4.12348E-13
176.8,2,4.11019E-13
176.9,2,4.09692E-13
177,2,4.08365E-13
177.1,2,4.07041E-13
177.2,2,4.05717E-13
177.3,2,4.04396E-13
177.4,2,4.03075E-13
177.5,2,4.01756E-13
177.6,2,4.00439E-13
177.7,2,3.99123E-13
177.8,2,3.97808E-13
177.9,2,3.96495E-13
178,2,3.95183E-13
178.1,2,3.93873E-13
178.2,2,3.92564E-13
178.3,2,3.91257E-13
178.4,2,3.89951E-13
178.5,2,3.88646E-13
178.6,2,3.87343E-13
178.7,2,3.86041E-13
178.8,2,3.84741E-13
178.9,2,3.83442E-13
179,2,3.82145E-13
179.1,2,3.80849E-13
179.2,2,3.79554E-13
179.3,2,3.78261E-13
179.4,2,3.76969E-13
179.5,2,3.75679E-13
179.6,2,3.7439E-13
179.7,2,3.73102E-13
179.8,2,3.71816E-13
179.9,2,3.70531E-13
180,2,3.69247E-13
180.1,2,3.67965E-13
180.2,2,3.66685E-13
180.3,2,3.65405E-13
180.4,2,3.64127E-13
180.5,2,3.62851E-13
180.6,2,3.61576E-13
180.7,2,3.60302E-13
180.8,2,3.5903E-13
180.9,2,3.57759E-13
181,2,3.56489E-13
181.1,2,3.55221E-13
181.2,2,3.53954E-13
181.3,2,3.52688E-13
181.4,2,3.51424E-13
181.5,2,3.50161E-13
181.6,2,3.489E-13
181.7,2,3.47639E-13
181.8,2,3.46381E-13
181.9,2,3.45123E-13
182,2,3.43867E-13
182.1,2,3.42612E-13
182.2,2,3.41359E-13
182.3,2,3.40107E-13
182.4,2,3.38856E-13
182.5,2,3.37607E-13
182.6,2,3.36359E-13
182.7,2,3.35112E-13
182.8,2,3.33867E-13
182.9,2,3.32623E-13
183,2,3.3138E-13
183.1,2,3.30138E-13
183.2,2,3.28898E-13
183.3,2,3.2766E-13
183.4,2,3.26422E-13
183.5,2,3.25186E-13
183.6,2,3.23951E-13
183.7,2,3.22718E-13
183.8,2,3.21485E-13
183.9,2,3.20255E-13
184,2,3.19025E-13
184.1,2,3.17797E-13
184.2,2,3.1657E-13
184.3,2,3.15344E-13
184.4,2,3.1412E-13
184.5,2,3.12896E-13
184.6,2,3.11675E-13
184.7,2,3.10454E-13
184.8,2,3.09235E-13
184.9,2,3.08017E-13
185,2,3.068E-13
185.1,2,3.05585E-13
185.2,2,3.04371E-13
185.3,2,3.03158E-13
185.4,2,3.01946E-13
185.5,2,3.00736E-13
185.6,2,2.99527E-13
185.7,2,2.98319E-13
185.8,2,2.97113E-13
185.9,2,2.95908E-13
186,2,2.94704E-13
186.1,2,2.93501E-13
186.2,2,2.923E-13
186.3,2,2.91099E-13
186.4,2,2.89901E-13
186.5,2,2.88703E-13
186.6,2,2.87507E-13
186.7,2,2.86311E-13
186.8,2,2.85117E-13
186.9,2,2.83925E-13
187,2,2.82733E-13
187.1,2,2.81543E-13
187.2,2,2.80354E-13
187.3,2,2.79167E-13
187.4,2,2.7798E-13
187.5,2,2.76795E-13
187.6,2,2.75611E-13
187.7,2,2.74428E-13
187.8,2,2.73247E-13
187.9,2,2.72066E-13
188,2,2.70887E-13
188.1,2,2.6971E-13
188.2,2,2.68533E-13
188.3,2,2.67358E-13
188.4,2,2.66183E-13
188.5,2,2.6501E-13
188.6,2,2.63839E-13
188.7,2,2.62668E-13
188.8,2,2.61499E-13
188.9,2,2.60331E-13
189,2,2.59164E-13
189.1,2,2.57998E-13
189.2,2,2.56833E-13
189.3,2,2.5567E-13
189.4,2,2.54508E-13
189.5,2,2.53347E-13
189.6,2,2.52187E-13
189.7,2,2.51029E-13
189.8,2,2.49871E-13
189.9,2,2.48715E-13
190,2,2.4756E-13
190.1,2,2.46407E-13
190.2,2,2.45254E-13
190.3,2,2.44103E-13
190.4,2,2.42952E-13
190.5,2,2.41803E-13
190.6,2,2.40655E-13
190.7,2,2.39509E-13
190.8,2,2.38363E-13
190.9,2,2.37219E-13
191,2,2.36076E-13
191.1,2,2.34934E-13
191.2,2,2.33793E-13
191.3,2,2.32653E-13
191.4,2,2.31515E-13
191.5,2,2.30377E-13
191.6,2,2.29241E-13
191.7,2,2.28106E-13
191.8,2,2.26972E-13
191.9,2,2.25839E-13
192,2,2.24708E-13
192.1,2,2.23577E-13
192.2,2,2.22448E-13
192.3,2,2.2132E-13
192.4,2,2.20193E-13
192.5,2,2.19067E-13
192.6,2,2.17942E-13
192.7,2,2.16819E-13
192.8,2,2.15696E-13
192.9,2,2.14575E-13
193,2,2.13455E-13
193.1,2,2.12336E-13
193.2,2,2.11218E-13
193.3,2,2.10101E-13
193.4,2,2.08985E-13
193.5,2,2.07871E-13
193.6,2,2.06757E-13
193.7,2,2.05645E-13
193.8,2,2.04534E-13
193.9,2,2.03424E-13
194,2,2.02315E-13
194.1,2,2.01207E-13
194.2,2,2.00101E-13
194.3,2,1.98995E-13
194.4,2,1.97891E-13
194.5,2,1.96787E-13
194.6,2,1.95685E-13
194.7,2,1.94584E-13
194.8,2,1.93484E-13
194.9,2,1.92385E-13
195,2,1.91287E-13
195.1,2,1.9019E-13
195.2,2,1.89095E-13
195.3,2,1.88E-13
195.4,2,1.86907E-13
195.5,2,1.85814E-13
195.6,2,1.84723E-13
195.7,2,1.83633E-13
195.8,2,1.82544E-13
195.9,2,1.81456E-13
196,2,1.80369E-13
196.1,2,1.79283E-13
196.2,2,1.78198E-13
196.3,2,1.77114E-13
196.4,2,1.76032E-13
196.5,2,1.7495E-13
196.6,2,1.7387E-13
196.7,2,1.7279E-13
196.8,2,1.71712E-13
196.9,2,1.70635E-13
197,2,1.69559E-13
197.1,2,1.68484E-13
197.2,2,1.6741E-13
197.3,2,1.66337E-13
197.4,2,1.65265E-13
197.5,2,1.64194E-13
197.6,2,1.63124E-13
197.7,2,1.62055E-13
197.8,2,1.60988E-13
197.9,2,1.59921E-13
198,2,1.58855E-13
198.1,2,1.57791E-13
198.2,2,1.56727E-13
198.3,2,1.55665E-13
198.4,2,1.54604E-13
198.5,2,1.53543E-13
198.6,2,1.52484E-13
198.7,2,1.51426E-13
198.8,2,1.50369E-13
198.9,2,1.49312E-13
199,2,1.48257E-13
199.1,2,1.47203E-13
199.2,2,1.4615E-13
199.3,2,1.45098E-13
199.4,2,1.44047E-13
199.5,2,1.42997E-13
199.6,2,1.41948E-13
199.7,2,1.409E-13
199.8,2,1.39853E-13
199.9,2,1.38807E-13
200,2,1.37763E-13
200.1,2,1.36719E-13
200.2,2,1.35676E-13
200.3,2,1.34634E-13
200.4,2,1.33593E-13
200.5,2,1.32554E-13
200.6,2,1.31515E-13
200.7,2,1.30477E-13
200.8,2,1.2944E-13
200.9,2,1.28405E-13
201,2,1.2737E-13
201.1,2,1.26336E-13
201.2,2,1.25304E-13
201.3,2,1.24272E-13
201.4,2,1.23241E-13
201.5,2,1.22211E-13
201.6,2,1.21183E-13
201.7,2,1.20155E-13
201.8,2,1.19128E-13
201.9,2,1.18103E-13
202,2,1.17078E-13
202.1,2,1.16054E-13
202.2,2,1.15031E-13
202.3,2,1.1401E-13
202.4,2,1.12989E-13
202.5,2,1.11969E-13
202.6,2,1.1095E-13
202.7,2,1.09932E-13
202.8,2,1.08916E-13
202.9,2,1.079E-13
203,2,1.06885E-13
203.1,2,1.05871E-13
203.2,2,1.04858E-13
203.3,2,1.03846E-13
203.4,2,1.02835E-13
203.5,2,1.01825E-13
203.6,2,1.00816E-13
203.7,2,9.98081E-14
203.8,2,9.8801E-14
203.9,2,9.77948E-14
204,2,9.67897E-14
204.1,2,9.57854E-14
204.2,2,9.47822E-14
204.3,2,9.37799E-14
204.4,2,9.27786E-14
204.5,2,9.17782E-14
204.6,2,9.07788E-14
204.7,2,8.97803E-14
204.8,2,8.87828E-14
204.9,2,8.77863E-14
205,2,8.67907E-14
205.1,2,8.5796E-14
205.2,2,8.48023E-14
205.3,2,8.38095E-14
205.4,2,8.28177E-14
205.5,2,8.18268E-14
205.6,2,8.08369E-14
205.7,2,7.98479E-14
205.8,2,7.88599E-14
205.9,2,7.78727E-14
206,2,7.68866E-14
206.1,2,7.59013E-14
206.2,2,7.4917E-14
206.3,2,7.39336E-14
206.4,2,7.29512E-14
206.5,2,7.19697E-14
206.6,2,7.09891E-14
206.7,2,7.00095E-14
206.8,2,6.90307E-14
206.9,2,6.80529E-14
207,2,6.70761E-14
207.1,2,6.61001E-14
207.2,2,6.51251E-14
207.3,2,6.41509E-14
207.4,2,6.31777E-14
207.5,2,6.22055E-14
207.6,2,6.12341E-14
207.7,2,6.02637E-14
207.8,2,5.92941E-14
207.9,2,5.83255E-14
208,2,5.73578E-14
208.1,2,5.6391E-14
208.2,2,5.54251E-14
208.3,2,5.44601E-14
208.4,2,5.3496E-14
208.5,2,5.25328E-14
208.6,2,5.15706E-14
208.7,2,5.06092E-14
208.8,2,4.96487E-14
208.9,2,4.86891E-14
209,2,4.77305E-14
209.1,2,4.67727E-14
209.2,2,4.58158E-14
209.3,2,4.48598E-14
209.4,2,4.39047E-14
209.5,2,4.29505E-14
209.6,2,4.19972E-14
209.7,2,4.10448E-14
209.8,2,4.00932E-14
209.9,2,3.91426E-14
210,2,3.81928E-14
