num,fit
0,-1.219769798
0,-1.190565675
0,-1.336972817
0,-1.282069725
0,-1.244857353
0,-1.299983127
0,-1.327735704
0,-1.236050211
0,-1.332692405
0,-1.359249106
0,-1.248890343
0,-1.310861477
0,-1.20864292
0,-1.292618178
0,-1.220865601
0,-1.278011993
0,-1.290663539
0,-1.212593436
0,-1.268783127
0,-1.239299695
0,-1.314473848
0,-1.23453158
0,-1.283819283
0,-1.260313024
0,-1.202128561
0,-1.220477972
2,-1.274721271
0,-1.2135089
0,-1.354209931
0,-1.22542753
0,-1.20899756
0,-1.254028487
0,-1.399579003
0,-1.236824364
0,-1.38205323
0,-1.270201683
0,-1.187430549
1,-1.194589312
0,-1.278292405
0,-1.248057353
0,-1.221129518
0,-1.26387591
0,-1.320618178
0,-1.226671786
0,-1.322655292
0,-1.257129518
0,-1.281937766
0,-1.27264292
0,-1.252865601
0,-1.244049106
0,-1.283381065
0,-1.281352199
0,-1.30784292
0,-1.237195498
0,-1.209409931
0,-1.261558384
0,-1.210391374
0,-1.384774879
0,-1.195958384
0,-1.320948075
0,-1.271339828
0,-1.323001683
0,-1.317690343
0,-1.26947591
0,-1.28016457
0,-1.200050211
0,-1.311496529
1,-1.30362024
0,-1.381921271
0,-1.257937766
0,-1.337038797
0,-1.266696529
0,-1.116454335
0,-1.321071786
0,-1.255933642
0,-1.207867663
0,-1.232634673
0,-1.385418178
0,-1.370605807
0,-1.28899756
0,-1.258226426
0,-1.292271786
0,-1.298828487
0,-1.252799621
0,-1.287917147
0,-1.212717147
0,-1.247611993
0,-1.276758384
0,-1.332040859
0,-1.294383127
0,-1.304346013
0,-1.286482096
0,-1.287273848
0,-1.297599621
0,-1.400156322
0,-1.321541889
0,-1.306284158
0,-1.283150137
0,-1.273897634
0,-1.328238797
0,-1.273368694
0,-1.284717147
0,-1.233616116
0,-1.348972817
0,-1.347356322
0,-1.313343951
0,-1.209244982
0,-1.299257353
0,-1.298671786
0,-1.221510005
0,-1.199636735
0,-1.291644982
0,-1.25213158
0,-1.300156322
0,-1.277426426
0,-1.39853158
0,-1.287471786
0,-1.278110962
0,-1.318523333
0,-1.26394189
1,-1.333772817
0,-1.29059756
0,-1.226704776
0,-1.290251168
0,-1.224873848
0,-1.301121271
0,-1.278011993
0,-1.326193436
0,-1.326416116
0,-1.255372817
0,-1.239851168
0,-1.231644982
0,-1.210251168
0,-1.303991374
0,-1.263834673
0,-1.306193436
0,-1.265179003
0,-1.265459415
0,-1.346366632
0,-1.324189312
0,-1.260519209
0,-1.222539828
0,-1.317014054
1,-1.298152199
0,-1.228923333
0,-1.220939828
0,-1.250869725
0,-1.264428487
0,-1.215579003
0,-1.32259756
0,-1.266267663
0,-1.3119089
0,-1.216247044
0,-1.249847044
0,-1.207885262
0,-1.264626426
0,-1.152857353
0,-1.211084158
0,-1.209929518
1,-1.261451168
0,-1.32499756
0,-1.27507591
0,-1.332618178
0,-1.275282096
0,-1.338844982
0,-1.290449106
0,-1.29059756
1,-1.277170755
0,-1.24838725
0,-1.275290343
0,-1.310416116
0,-1.273772817
0,-1.238622302
0,-1.213995498
0,-1.275158384
0,-1.242201683
0,-1.275504776
0,-1.34787591
0,-1.250614054
0,-1.302028487
0,-1.25747591
0,-1.246407869
0,-1.269756322
0,-1.277616116
0,-1.227265601
0,-1.262333642
0,-1.281228487
1,-1.352115085
0,-1.246829592
0,-1.313682096
0,-1.256337766
0,-1.236816116
0,-1.315174879
0,-1.285723333
0,-1.19562024
0,-1.319892405
0,-1.350350137
0,-1.219702714
0,-1.202713024
0,-1.324362508
0,-1.216436735
0,-1.294102714
0,-1.21958725
5,-1.357632611
0,-1.299282096
0,-1.279464644
0,-1.322844982
0,-1.326383127
0,-1.315603745
0,-1.250877972
0,-1.219801683
0,-1.206226426
0,-1.343059415
1,-1.202407869
0,-1.276585188
0,-1.273929518
0,-1.265228487
0,-1.230333642
0,-1.286614054
0,-1.290168694
0,-1.281790417
0,-1.286985188
0,-1.25398725
0,-1.213393436
0,-1.223348075
0,-1.318482096
0,-1.264601683
0,-1.242358384
0,-1.234993436
0,-1.265723333
0,-1.337781065
0,-1.268487324
0,-1.334284158
0,-1.264832611
0,-1.188058458
1,-1.281228487
0,-1.305310962
1,-1.349665601
0,-1.276255292
0,-1.269179003
0,-1.305327457
0,-1.236337766
0,-1.328354261
0,-1.329525395
0,-1.312502714
0,-1.319034673
1,-1.263933642
0,-1.174713024
0,-1.298011993
0,-1.225376941
0,-1.293047044
0,-1.368634673
0,-1.259026426
0,-1.165970755
0,-1.331471786
0,-1.267415159
3,-1.251892405
0,-1.281888281
0,-1.287546013
0,-1.371826426
0,-1.30736457
0,-1.359009931
0,-1.364560446
0,-1.274861477
0,-1.199299695
0,-1.363776941
0,-1.163390417
0,-1.260924438
0,-1.292651168
0,-1.25856457
0,-1.317954261
0,-1.275826426
0,-1.257113024
0,-1.282737766
0,-1.246003745
0,-1.213236735
0,-1.318721271
0,-1.182887324
0,-1.328313024
0,-1.195051168
0,-1.201015159
0,-1.26867591
0,-1.325302714
0,-1.2463089
3,-1.364016116
0,-1.290094467
0,-1.279389312
0,-1.20947591
0,-1.252948075
0,-1.302721271
0,-1.304972817
0,-1.296123333
0,-1.201781065
0,-1.199405807
0,-1.198120314
0,-1.276215159
0,-1.278589312
0,-1.323702714
0,-1.328807869
0,-1.204527457
0,-1.254647044
0,-1.233295572
0,-1.26546052
0,-1.317838797
0,-1.315710962
0,-1.250605807
0,-1.305113024
0,-1.253583127
0,-1.272659415
0,-1.309756322
0,-1.260824364
0,-1.289113024
0,-1.240890343
