num,fit
0,-0.294440251842147
0,-0.217533557670318
0,-0.29554987009165334
0,-0.19402127234126823
0,-0.234364099506754
0,-0.2415902859320472
0,-0.2838182410839702
0,-0.2383430070959256
0,-0.255772706948117
0,-0.22226239130221875
0,-0.3124222482094261
0,-0.3007105524344304
0,-0.23831200090510163
0,-0.2835986156037855
0,-0.25560991729023014
0,-0.23718817485217522
0,-0.25504055057587577
0,-0.2508453672285399
0,-0.21688776851621475
3,-0.28004917303230265
0,-0.21978382725848547
0,-0.23067605573543584
0,-0.2418693645287135
0,-0.23381521080278655
0,-0.25555422226230956
0,-0.26494855106302906
0,-0.22750403468494237
0,-0.2436883628332342
0,-0.30176886504168643
1,-0.25204326996867904
0,-0.29121277287315056
0,-0.24308075738248944
0,-0.20847248733310608
0,-0.2039029716184887
0,-0.23123726759567828
0,-0.27261070883826916
0,-0.21831888714207748
0,-0.23825398180691756
0,-0.21331407947481473
0,-0.20322243226071418
0,-0.243007155637506
0,-0.23796267015253883
1,-0.24833359526672763
0,-0.2613367214995439
1,-0.23639253772195423
0,-0.24635491296804765
1,-0.27030513558493086
1,-0.2363655258444509
0,-0.1505349531016358
0,-0.22411934193513744
0,-0.22521658967496375
0,-0.23963055203453276
0,-0.21761086350305484
0,-0.24839077402709778
0,-0.2660569890095377
0,-0.21292098905718196
0,-0.21585655773854875
0,-0.25536080790916427
0,-0.25774597950375067
0,-0.2651314060002471
0,-0.2612254221773842
0,-0.25603299210213615
0,-0.24350576785355885
3,-0.28956711566286397
0,-0.2634767703179403
1,-0.2608359074068849
0,-0.23491266977070738
0,-0.20955090981122967
1,-0.20925067689959637
0,-0.2425391343470672
0,-0.23039554160259426
0,-0.2207211448040506
0,-0.21821275355614564
0,-0.21919541140747872
0,-0.24459544119755286
0,-0.26229699137474755
0,-0.2129466894386071
1,-0.26494208626785365
0,-0.18730374114281956
0,-0.21915508424876667
0,-0.26385813605687874
0,-0.22799640792750972
0,-0.2026247144850696
0,-0.2661246031690244
0,-0.2768664597384023
0,-0.2210774195253149
0,-0.23688059445527243
0,-0.24103611019380658
0,-0.2762626747537773
0,-0.20989818922080597
0,-0.21815985485856232
0,-0.24351804794801665
0,-0.26091583374837807
0,-0.2926111023197763
0,-0.2288766054583999
0,-0.19885886375764347
0,-0.2588355307345932
0,-0.23511781049439473
0,-0.2313844919467686
0,-0.23705983977417353
0,-0.2518483849961417
0,-0.26667263661720336
